file_name,stomate_rep,stomate_length_um,notes
,5,21.386,
,6,20.214,
,7,23.205,
,8,19.71,
,9,16.065,
,10,18.963,
RGR_4_ad_1,1,20.466,
,2,17.366,
,3,19.526,
,4,20.084,
,5,19.665,
,6,20.482,
,7,23.589,
,8,20.8,
,9,19.165,
,10,18.959,
RGR_5_ab_1,1,18.37,
,2,24.025,
,3,26.37,
,4,21.872,
,5,25.041,
,6,19.36,
,7,21.943,
,8,25.889,
,9,22.233,
,10,19.504,
RGR_5_ad_1,1,27.45,
,2,25.983,
,3,23.225,
,4,26.402,
,5,27.371,
,6,25.551,
,7,22.659,
,8,22.627,
,9,21.851,
,10,27.264,
RGR_6_ab_1,1,19.767,
,2,21.12,
,3,20.697,
,4,20.402,
,5,15.629,
,6,20.203,
,7,18.341,
,8,18.321,
,9,22.308,
,10,23.349,
RGR_6_ad_1,1,20.646,
,2,19.48,
,3,20.847,
,4,21.458,
,5,18.555,
,6,19.612,
,7,18.962,
,8,17.406,
,9,20.011,
,10,20.512,
RGR_7_ab_1,1,20.938,
,2,19.876,
,3,20.789,
,4,22.644,
,5,21.779,
,6,23.234,
,7,23.84,
,8,19.121,
,9,22.054,
,10,20.392,
RGR_7_ad_1,1,19.242,
,2,21.275,
,3,21.805,
,4,20.673,
,5,23.217,
,6,21.601,
,7,17.99,
,8,19.273,
,9,22.772,
,10,21.12,
RGR_8_ab_1,1,21.282,
,2,18.089,
,3,21.12,
,4,20.134,
,5,18.881,
,6,20.163,
,7,18.895,
,8,21.377,
,9,19.756,
,10,23.018,
RGR_8_ad_1,1,20.12,
,2,21.682,
,3,21.092,
,4,19.5,
,5,19.549,
,6,19.974,
,7,19.15,
,8,17.344,
,9,17.275,
,10,17.695,
RGR_9_ab_1,1,23.166,
,2,26.595,
,3,26.598,
,4,29.134,
,5,30.225,
,6,25.712,
,7,24.464,
,8,21.745,
,9,24.572,
,10,25.118,
RGR_9_ad_1,1,27.539,
,2,33.822,
,3,29.455,
,4,25.85,
,5,24.806,
,6,23.495,
,7,25.014,
,8,30.05,
,9,28.573,
,10,26.618,
SWB_1_ab_1,1,20.558,
,2,23.198,
,3,16.624,
,4,23.608,
,5,18.801,
,6,19.196,
,7,24.984,
,8,20.669,
,9,20.414,
,10,20.553,
SWB_1_ad_1,1,24.392,
,2,24.449,
,3,22.844,
,4,23.363,
,5,21.652,
,6,25.462,
,7,22.145,
,8,21.874,
,9,20.669,
,10,23.286,
SWB_10_ab_1,1,24.534,
,2,24.943,
,3,22.196,
,4,23.7,
,5,20.141,
,6,21.997,
,7,20.816,
,8,26.535,
,9,23.119,
,10,22.966,
SWB_10_ad_1,1,25.838,
,2,22.72,
,3,26.631,
,4,23.819,
,5,22.916,
,6,21.84,
,7,23.995,
,8,24.325,
,9,25.02,
,10,23.121,
SWB_11_ab_1,1,24.919,
,2,23.749,
,3,25.42,
,4,25.726,
,5,25.006,
,6,21.652,
,7,25.678,
,8,25.528,
,9,24.116,
,10,25.966,
SWB_11_ad_1,1,26.471,
,2,25.828,
,3,23.861,
,4,28.778,
,5,25.962,
,6,26.17,
,7,26.501,
,8,23.303,
,9,29.248,
,10,26.789,
SWB_12_ab_1,1,23.58,
,2,26.458,
,3,26.914,
,4,25.296,
,5,26.76,
,6,25.673,
,7,24.748,
,8,21.437,
,9,26.505,
,10,25.875,
SWB_12_ad_1,1,23.901,
,2,22.965,
,3,22.041,
,4,21.637,
,5,22.415,
,6,21.937,
,7,22.884,
,8,21.316,
,9,22.486,
,10,27.3,
SWB_13_ab_1,1,23.778,
,2,23.654,
,3,24.919,
,4,21.02,
,5,22.924,
,6,23.194,
,7,23.754,
,8,23.439,
,9,21.927,
,10,20.62,
SWB_13_ad_1,1,23.272,
,2,24.573,
,3,21.125,
,4,23.162,
,5,22.415,
,6,23.402,
,7,20.696,
,8,22.844,
,9,21.932,
,10,20.609,
SWB_14_ab_1,1,20.747,
,2,20.363,
,3,23.478,
,4,19.283,
,5,22.937,
,6,17.667,
,7,16.243,
,8,19.692,
,9,19.997,
,10,17.891,
SWB_14_ad_1,1,17.129,
,2,18.974,
,3,19.804,
,4,20.031,
,5,19.793,
,6,16.944,
,7,17.138,
,8,18.785,
,9,16.205,
,10,19.668,
SWB_2_ab_1,1,23.027,
,2,23.717,
,3,19.991,
,4,22.173,
,5,27.145,
,6,28.653,
,7,21.498,
,8,18.31,
,9,21.88,
,10,23.948,
SWB_2_ad_1,1,22.393,
,2,17.498,
,3,20.121,
,4,18.055,
,5,24.689,
,6,19.118,
,7,25.815,
,8,19.121,
,9,24.415,
,10,21.336,
SWB_3_ab_1,1,26.365,
,2,25.105,
,3,23.027,
,4,25.362,
,5,24.605,
,6,24,
,7,20.049,
,8,20.45,
,9,21.701,
,10,22.744,
SWB_3_ad_1,1,20.699,
,2,16.227,
,3,20.639,
,4,20.333,
,5,19.881,
,6,25.266,
,7,19.901,
,8,21.737,
,9,27.097,
,10,22.634,
SWB_4_ab_1,1,23.69,
,2,24.167,
,3,23.529,
,4,27.211,
,5,26.627,
,6,23.058,
,7,23.448,
,8,22.8,
,9,25.079,
,10,26.896,
SWB_4_ad_1,1,29.739,
,2,19.292,
,3,24.203,
,4,20.009,
,5,22.201,
,6,19.698,
,7,21.004,
,8,24.739,
,9,23.324,
,10,26.488,
SWB_5_ab_1,1,23.526,
,2,22.495,
,3,20.369,
,4,26.744,
,5,24.546,
,6,25.76,
,7,21.62,
,8,20,
,9,18.782,
,10,20.331,
SWB_5_ad_1,1,21.563,
,2,25.006,
,3,24.424,
,4,20.852,
,5,23.483,
,6,24.053,
,7,23.868,
,8,21.247,
,9,25.181,
,10,22.304,
SWB_6_ab_1,1,19.904,
,2,22.896,
,3,24.424,
,4,22.404,
,5,19.71,
,6,23.561,
,7,19.892,
,8,20.539,
,9,17.61,
,10,20.218,
SWB_6_ad_1,1,21.273,
,2,19.418,
,3,17.698,
,4,17.988,
,5,20.104,
,6,19.799,
,7,18.775,
,8,19.799,
,9,18.305,
,10,19.643,
SWB_7_ab_1,1,22.454,
,2,25.12,
,3,21.962,
,4,24.66,
,5,23.746,
,6,23.842,
,7,25.686,
,8,23.322,
,9,28.958,
,10,23.076,
SWB_7_ad_1,1,26.261,
,2,23.508,
,3,21.977,
,4,23.478,
,5,23.83,
,6,24.681,
,7,25.003,
,8,24.671,
,9,22.251,
,10,22.595,
SWB_8_ab_1,1,22.365,
,2,21.998,
,3,19.527,
,4,20.148,
,5,19.958,
,6,29.759,
,7,21.65,
,8,22.33,
,9,21.251,
,10,25.644,
SWB_8_ad_1,1,22.691,
,2,23.795,
,3,22.159,
,4,23.203,
,5,23.206,
,6,19.634,
,7,22.389,
,8,22.72,
,9,24.088,
,10,21.733,
SWB_9_ab_1,1,18.571,
,2,18.478,
,3,25.003,
,4,23.209,
,5,26.007,
,6,21.31,
,7,22.503,
,8,24.041,
,9,19.972,
,10,20.1,
SWB_9_ad_1,1,23.027,
,2,19.522,
,3,26.003,
,4,22.49,
,5,23.301,
,6,23.385,
,7,22.282,
,8,27.222,
,9,22.389,
,10,21.136,
SWC_1_ab_1,1,20.862,
,2,20.384,
,3,20.999,
,4,19.801,
,5,17.617,
,6,18.602,
,7,27.364,
,8,24.24,
,9,21.297,
,10,25.512,
SWC_1_ad_1,1,21.716,
,2,19.703,
,3,19.703,
,4,21.962,
,5,21.004,
,6,20.53,
,7,21.898,
,8,21.867,
,9,22.366,
,10,23.408,
SWC_10_ab_1,1,21.593,
,2,20.02,
,3,22.628,
,4,18.659,
,5,24.634,
,6,23.774,
,7,22.664,
,8,23.797,
,9,20.927,
,10,20.718,
SWC_10_ad_1,1,26.181,
,2,27.638,
,3,27.264,
,4,23.029,
,5,26.889,
,6,26.196,
,7,24.471,
,8,24.16,
,9,23.113,
,10,24.153,
SWC_11_ab_1,1,29.513,
,2,29,
,3,24.361,
,4,28.43,
,5,24.399,
,6,31.149,
,7,24.537,
,8,20.934,
,9,23.575,
,10,27.388,
SWC_11_ad_1,1,28.231,
,2,28.226,
,3,29.173,
,4,24.03,
,5,25.654,
,6,23.751,
,7,26.34,
,8,28.645,
,9,25.175,
,10,25.413,
SWC_12_ab_1,1,25.634,
,2,25.419,
,3,23.736,
,4,24.828,
,5,22.536,
,6,23.911,
,7,21.587,
,8,21.349,
,9,21.294,
,10,24.304,
SWC_12_ad_1,1,29.071,
,2,24.676,
,3,23.489,
,4,27.07,
,5,21.952,
,6,22.938,
,7,24.31,
,8,24.111,
,9,26.57,
,10,27.049,
SWC_13_ab_1,1,22.761,
,2,18.48,
,3,19.41,
,4,23.191,
,5,17.2,
,6,23.052,
,7,23.635,
,8,25.826,
,9,20.912,
,10,21.448,
SWC_13_ad_1,1,25.66,
,2,27.533,
,3,26.627,
,4,26.452,
,5,27.798,
,6,25.175,
,7,21.204,
,8,28.978,
,9,26.694,
,10,28.501,
SWC_14_ab_1,1,24.924,
,2,18.288,
,3,23.129,
,4,22.94,
,5,25.183,
,6,22.627,
,7,24.926,
,8,22.706,
,9,27.096,
,10,23.968,
SWC_14_ad_1,1,27.03,
,2,23.774,
,3,26.784,
,4,27.64,
,5,24.667,
,6,24.615,
,7,25.263,
,8,28.16,
,9,26.441,
,10,26.858,
SWC_15_ab_1,1,24.948,
,2,25.258,
,3,25.351,
,4,22.169,
,5,24.743,
,6,20.568,
,7,25.78,
,8,20.04,
,9,22.902,
,10,23.242,
SWC_15_ad_1,1,23.565,
,2,24.274,
,3,22.48,
,4,24.635,
,5,24.533,
,6,20.833,
,7,26.321,
,8,17.862,
,9,19.674,
,10,22.974,
SWC_2_ab_1,1,24.121,
,2,32.032,
,3,25.495,
,4,25.689,
,5,25.187,
,6,25.423,
,7,25.255,
,8,21.581,
,9,25.827,
,10,27.678,
SWC_2_ad_1,1,27.06,
,2,27.045,
,3,28.47,
,4,30.961,
,5,30.47,
,6,28.721,
,7,25.237,
,8,30.482,
,9,28.805,
,10,31.323,
SWC_3_ab_1,1,25.005,
,2,24.148,
,3,25.268,
,4,27.765,
,5,24.782,
,6,29.877,
,7,26.792,
,8,26.769,
,9,28.403,
,10,29.076,
SWC_3_ad_1,1,27.944,
,2,29.28,
,3,29.884,
,4,27.4,
,5,29.401,
,6,31.55,
,7,28.003,
,8,28.213,
,9,23.842,
,10,26.173,
SWC_4_ab_1,1,21.833,
,2,24.102,
,3,24.719,
,4,23.363,
,5,27.811,
,6,30.432,
,7,25.137,
,8,21.604,
,9,22.779,
,10,25.813,
SWC_4_ad_1,1,26.202,
,2,31.409,
,3,26.4,
,4,25.176,
,5,27.42,
,6,26.485,
,7,30.132,
,8,25.905,
,9,25.412,
,10,24.406,
SWC_5_ab_1,1,25.148,
,2,23.303,
,3,25.653,
,4,34.177,
,5,25.249,
,6,27.882,
,7,24.461,
,8,24,
,9,27.335,
,10,26.56,
SWC_5_ad_1,1,27.153,
,2,25.26,
,3,24.889,
,4,29.728,
,5,26.046,
,6,27.162,
,7,29.925,
,8,25.512,
,9,23.646,
,10,19.727,
SWC_6_ab_1,1,25.261,
,2,22.098,
,3,26.703,
,4,25.107,
,5,26.115,
,6,25.118,
,7,24.343,
,8,23.082,
,9,23.638,
,10,26.831,
SWC_6_ad_1,1,28,
,2,29.178,
,3,30.014,
,4,24.433,
,5,27.699,
,6,26.171,
,7,23.686,
,8,27.118,
,9,32.345,
,10,26.388,
SWC_7_ab_1,1,21.917,
,2,20.848,
,3,22.538,
,4,25.238,
,5,25.55,
,6,23.778,
,7,27.275,
,8,25.003,
,9,25.552,
,10,22.908,
SWC_7_ad_1,1,24.634,
,2,24.826,
,3,23.576,
,4,30.679,
,5,25.911,
,6,24.035,
,7,22.135,
,8,25.477,
,9,25.844,
,10,26.753,
SWC_8_ab_1,1,26.311,
,2,27.278,
,3,25.08,
,4,24.69,
,5,26.319,
,6,27.141,
,7,23.41,
,8,20.4,
,9,24.788,
,10,25.871,
SWC_8_ad_1,1,27.235,
,2,24.666,
,3,25.979,
,4,32.173,
,5,32.164,
,6,27.206,
,7,27.4,
,8,27.14,
,9,28.072,
,10,25.887,
SWC_9_ab_1,1,27.728,
,2,29.325,
,3,26.196,
,4,22.091,
,5,23.715,
,6,25.762,
,7,22.113,
,8,22.598,
,9,25.908,
,10,22.688,
SWC_9_ad_1,1,24.003,
,2,28.802,
,3,30.132,
,4,28.993,
,5,28.778,
,6,30.634,
,7,28.092,
,8,29.221,
,9,27.821,
,10,26.402,
TOR_1_ab_1,1,29.271,
,2,29.991,
,3,28.587,
,4,28.001,
,5,30.14,
,6,26.811,
,7,29.639,
,8,26.57,
,9,24.015,
,10,25.849,
TOR_1_ad_1,1,27.012,
,2,25.315,
,3,24.752,
,4,27.341,
,5,23.156,
,6,26.9,
,7,23.163,
,8,22.381,
,9,26.427,
,10,26.542,
TOR_10_ab_1,1,32.174,
,2,25.118,
,3,29.655,
,4,36.125,
,5,25.601,
,6,28.977,
,7,25.213,
,8,30.371,
,9,30.385,
,10,25.938,
TOR_10_ad_1,1,26.661,
,2,29.167,
,3,26.123,
,4,24.97,
,5,24.934,
,6,26.279,
,7,28.558,
,8,24.881,
,9,23.337,
,10,24.802,
TOR_11_ab_1,1,1986,
,2,24.292,
,3,23.34,
,4,23.559,
,5,20.374,
,6,21.553,
,7,18.676,
,8,23.016,
,9,21.992,
,10,23.06,
TOR_11_ad_1,1,24.646,
,2,27.181,
,3,24.356,
,4,21.691,
,5,24.549,
,6,21.675,
,7,25.313,
,8,22.557,
,9,26.057,
,10,22.992,
TOR_12_ab_1,1,28.004,
,2,28.359,
,3,27.969,
,4,25.546,
,5,25.712,
,6,26.501,
,7,28.523,
,8,26.667,
,9,28.02,
,10,24.44,
TOR_12_ad_1,1,24.626,
,2,27.014,
,3,29.257,
,4,23.108,
,5,24.943,
,6,25.068,
,7,26.78,
,8,26.359,
,9,24.042,
,10,29.522,
TOR_13_ab_1,1,24.326,
,2,25.567,
,3,34.676,
,4,30.053,
,5,26.509,
,6,29.768,
,7,28.636,
,8,31.321,
,9,34.623,
,10,29.617,
TOR_13_ad_1,1,11.219,
,2,11.511,
,3,13.077,
,4,13.509,
,5,14.522,
,6,13.362,
,7,13.104,
,8,12.167,
,9,11.122,
,10,12.799,
TOR_14_ab_1,1,22.522,
,2,18.956,
,3,27.272,
,4,21.887,
,5,24.734,
,6,24.005,
,7,20.616,
,8,21.639,
,9,24.947,
,10,27.958,
TOR_14_ad_1,1,23.873,
,2,21.869,
,3,22.54,
,4,21.965,
,5,23.591,
,6,21.613,
,7,20.697,
,8,23.868,
,9,22.164,
,10,22.742,
TOR_15_ab_1,1,24.072,
,2,27.104,
,3,24.921,
,4,24.545,
,5,28.082,
,6,26.308,
,7,27.507,
,8,25.742,
,9,26.409,
,10,25.573,
TOR_15_ad_1,1,23.972,
,2,26.661,
,3,23.309,
,4,26.575,
,5,25.675,
,6,26.012,
,7,23.702,
,8,23.259,
,9,23.478,
,10,27.272,
TOR_2_ab_1,1,25.924,
,2,26.089,
,3,26.409,
,4,24.546,
,5,26.79,
,6,23.003,
,7,23.716,
,8,26.184,
,9,23.81,
,10,25.516,
TOR_2_ad_1,1,22.969,
,2,23.904,
,3,25.372,
,4,22.586,
,5,23.857,
,6,22.573,
,7,20.492,
,8,20.729,
,9,21.974,
,10,22.715,
TOR_3_ab_1,1,24.445,
,2,23.353,
,3,28.827,
,4,23.734,
,5,25.754,
,6,29.453,
,7,24.659,
,8,26.86,
,9,25.206,
,10,27.58,
TOR_3_ad_1,1,23.418,
,2,24.101,
,3,22.389,
,4,23.47,
,5,23.983,
,6,23.222,
,7,24.488,
,8,24.919,
,9,25.786,
,10,21.274,
TOR_4_ab_1,1,26.646,
,2,26.123,
,3,25.006,
,4,26.8,
,5,29.93,
,6,24.518,
,7,31.141,
,8,24.298,
,9,23.086,
,10,26.639,
TOR_4_ad_1,1,24.72,
,2,23.418,
,3,24.379,
,4,28.419,
,5,26.036,
,6,25.919,
,7,24.813,
,8,28.081,
,9,22.996,
,10,23.732,
TOR_5_ab_1,1,26.399,
,2,24.71,
,3,22.194,
,4,25.739,
,5,24.048,
,6,27.97,
,7,21.064,
,8,25.012,
,9,23.786,
,10,21.801,
TOR_5_ad_1,1,26.101,
,2,23.202,
,3,27.602,
,4,23.907,
,5,23.514,
,6,24.035,
,7,22.03,
,8,20.946,
,9,22.015,
,10,27.123,
TOR_6_ab_1,1,24.202,
,2,24.604,
,3,28.872,
,4,22.856,
,5,28.654,
,6,28.469,
,7,27.11,
,8,26.063,
,9,25.622,
,10,27.903,
TOR_6_ad_1,1,25.224,
,2,27.586,
,3,27.23,
,4,28.56,
,5,24.32,
,6,27.153,
,7,23.614,
,8,26.072,
,9,26.846,
,10,25.775,
TOR_7_ab_1,1,23.995,
,2,24.029,
,3,23.317,
,4,21.352,
,5,24.539,
,6,27.068,
,7,23.458,
,8,22.841,
,9,23.125,
,10,23.209,
TOR_7_ad_1,1,24.292,
,2,23.16,
,3,21.356,
,4,26.5,
,5,25.945,
,6,25.868,
,7,22.946,
,8,23.286,
,9,20.722,
,10,23.454,
TOR_8_ab_1,1,24.381,
,2,26.105,
,3,23.887,
,4,25.644,
,5,24.862,
,6,27.908,
,7,24.22,
,8,28.18,
,9,28.018,
,10,26.858,
TOR_8_ad_1,1,25.535,
,2,25.487,
,3,27.596,
,4,26.629,
,5,27.365,
,6,26.594,
,7,27.403,
,8,27.182,
,9,27.407,
,10,28.503,
TOR_9_ab_1,1,25.812,
,2,17.555,
,3,21.469,
,4,22.511,
,5,24.017,
,6,22.117,
,7,24.1,
,8,24.328,
,9,23.702,
,10,20.723,
TOR_9_ad_1,1,22.014,
,2,27.851,
,3,22.4,
,4,23.664,
,5,24.674,
,6,20.83,
,7,23.808,
,8,23.147,
,9,22.588,
,10,23.883,
